lat,lon,day,month,year
63.77884583199503,-171.74371801763192,12,5,1979
63.77884583199503,-171.74371801763192,12,6,1977
63.77884583199503,-171.74371801763192,7,6,1979
63.77884583199503,-171.74371801763192,6,6,1979
63.77884583199503,-171.74371801763192,11,5,1979
63.77884583199503,-171.74371801763192,4,5,1979
63.77884583199503,-171.74371801763192,12,5,1979
63.77884583199503,-171.74371801763192,1,10,1966
63.77884583199503,-171.74371801763192,12,5,1979
63.77884583199503,-171.74371801763192,23,10,1966
63.77884583199503,-171.74371801763192,22,10,1966
63.77884583199503,-171.74371801763192,22,10,1966
63.77884583199503,-171.74371801763192,10,11,1966
63.77884583199503,-171.74371801763192,7,11,1966
63.77884583199503,-171.74371801763192,9,11,1966
63.77884583199503,-171.74371801763192,2,7,1969
63.77884583199503,-171.74371801763192,2,7,1969
63.77884583199503,-171.74371801763192,2,7,1969
63.77884583199503,-171.74371801763192,2,6,1969
63.77884583199503,-171.74371801763192,2,6,1969
63.77884583199503,-171.74371801763192,2,7,1969
63.77884583199503,-171.74371801763192,8,2,1969
63.77884583199503,-171.74371801763192,3,2,1969
63.77884583199503,-171.74371801763192,3,2,1969
63.77884583199503,-171.74371801763192,3,2,1969
63.77884583199503,-171.74371801763192,6,2,1969
63.77884583199503,-171.74371801763192,6,2,1969
63.77884583199503,-171.74371801763192,9,6,1964
63.77884583199503,-171.74371801763192,7,6,1964
63.77884583199503,-171.74371801763192,,,
63.77884583199503,-171.74371801763192,24,5,1967
63.77884583199503,-171.74371801763192,11,11,1968
63.77884583199503,-171.74371801763192,2,2,1969
63.77884583199503,-171.74371801763192,20,8,2009
63.77884583199503,-171.74371801763192,25,10,2009
63.77884583199503,-171.74371801763192,25,9,2009
63.77884583199503,-171.74371801763192,11,9,2009
63.77884583199503,-171.74371801763192,14,10,2009
63.77884583199503,-171.74371801763192,11,9,2009
63.77884583199503,-171.74371801763192,26,9,2009
63.77884583199503,-171.74371801763192,24,10,2009
63.77884583199503,-171.74371801763192,16,9,2009
63.77884583199503,-171.74371801763192,16,9,2009
63.77884583199503,-171.74371801763192,15,9,2009
63.77884583199503,-171.74371801763192,12,8,2009
63.77884583199503,-171.74371801763192,24,9,2009
63.77884583199503,-171.74371801763192,9,10,2009
63.77884583199503,-171.74371801763192,7,11,2007
63.77884583199503,-171.74371801763192,20,9,2008
63.77884583199503,-171.74371801763192,,,
63.77884583199503,-171.74371801763192,,,
63.77884583199503,-171.74371801763192,,,
63.77884583199503,-171.74371801763192,,,
63.77884583199503,-171.74371801763192,,,
63.77884583199503,-171.74371801763192,,,
63.77884583199503,-171.74371801763192,,,
63.77884583199503,-171.74371801763192,,,
63.77884583199503,-171.74371801763192,,,
63.77884583199503,-171.74371801763192,,,
63.77884583199503,-171.74371801763192,,,
63.77884583199503,-171.74371801763192,,,
63.77884583199503,-171.74371801763192,,,
63.77884583199503,-171.74371801763192,3,8,2003
63.77884583199503,-171.74371801763192,3,8,2003
63.77884583199503,-171.74371801763192,3,8,2003
63.77884583199503,-171.74371801763192,30,10,2005
63.77884583199503,-171.74371801763192,11,11,2004
63.77884583199503,-171.74371801763192,26,6,2004
63.77884583199503,-171.74371801763192,25,11,2004
63.77884583199503,-171.74371801763192,5,6,2005
63.77884583199503,-171.74371801763192,3,8,2003
63.77893483319766,-171.74374602617024,,,
63.77893483319766,-171.74374602617024,,,
63.779721999253034,-171.741111,16,10,1998
63.99925323071415,-165.00258927553034,25,5,1996
63.99925323071415,-165.00258927553034,,,
64.50097541676331,-165.40868373889057,,,
64.53930134922466,-163.0226231631331,29,10,1972
64.53930134922466,-163.0226231631331,1,11,1972
64.53930134922466,-163.0226231631331,31,10,1972
64.53930134922466,-163.0226231631331,29,10,1972
64.53930134922466,-163.0226231631331,1,11,1972
64.53930134922466,-163.0226231631331,7,5,1970
64.53930134922466,-163.0226231631331,11,10,1972
64.53930134922466,-163.0226231631331,2,11,1972
64.53930134922466,-163.0226231631331,2,11,1972
64.53930134922466,-163.0226231631331,11,10,1972
64.54263425428846,-163.0317905897532,29,10,1972
64.54263425428846,-163.0317905897532,1,11,1972
64.54263425428846,-163.0317905897532,1,11,1972
64.54263425428846,-163.0317905897532,29,10,1972
64.54263425428846,-163.0317905897532,31,10,1972
64.54263425428846,-163.0317905897532,7,5,1970
64.54263425428846,-163.0317905897532,2,11,1972
64.54263425428846,-163.0317905897532,2,11,1972
64.54263425428846,-163.0317905897532,11,10,1972
64.54263425428846,-163.0317905897532,11,10,1972
64.99921899708313,-168.00271163504536,,,
64.99921899708313,-168.00271163504536,,,
64.99921899708313,-168.00271163504536,,,
64.99921899708313,-168.00271163504536,,,
64.99921899708313,-168.00271163504536,,,
64.99921899708313,-168.00271163504536,,,
64.99921899708313,-168.00271163504536,,,
64.99921899708313,-168.00271163504536,,,
64.99921899708313,-168.00271163504536,,,
65.72921786042792,-168.94279600249394,19,6,1968
65.72921786042792,-168.94279600249394,19,6,1968
65.72921786042792,-168.94279600249394,19,6,1968
65.72921786042792,-168.94279600249394,19,6,1968
65.72921786042792,-168.94279600249394,19,6,1968
65.72921786042792,-168.94279600249394,17,6,1968
65.73616198475504,-168.94474078742422,11,11,2005
65.73616198475504,-168.94474078742422,4,11,2001
65.73616198475504,-168.94474078742422,15,10,2001
65.73616198475504,-168.94474078742422,31,5,2006
65.73616198475504,-168.94474078742422,11,10,2005
65.73616198475504,-168.94474078742422,14,10,2005
65.73616198475504,-168.94474078742422,13,10,2005
65.73616198998324,-168.9444637858864,15,6,2003
65.73621798499694,-168.94479679398006,19,6,1968
65.73621798499694,-168.94479679398006,19,6,1968
65.73621798499694,-168.94479679398006,19,6,1968
65.73621798499694,-168.94479679398006,19,6,1968
65.73621798499694,-168.94479679398006,17,6,1968
65.73621798499694,-168.94479679398006,19,6,1968
65.75255169544086,-168.92724251902186,,,
65.75255169544086,-168.92724251902186,,,
65.75255169544086,-168.92724251902186,,,
65.75255169544086,-168.92724251902186,,,
65.75255169544086,-168.92724251902186,,,
65.75255169544086,-168.92724251902186,,,
65.75255169544086,-168.92724251902186,,,
65.75255169544086,-168.92724251902186,,,
65.75255169544086,-168.92724251902186,,,
65.75255169544086,-168.92724251902186,,,
65.75255169544086,-168.92724251902186,,,
65.75255169544086,-168.92724251902186,,,
65.75255169544086,-168.92724251902186,,,
65.75255169544086,-168.92724251902186,,,
65.75255169544086,-168.92724251902186,,,
65.75255169544086,-168.92724251902186,,,
65.75255169544086,-168.92724251902186,,,
65.75255169544086,-168.92724251902186,,,
65.75255169544086,-168.92724251902186,,,
65.75255169544086,-168.92724251902186,,,
65.75255169544086,-168.92724251902186,,,
65.75255169544086,-168.92724251902186,,,
65.75255169544086,-168.92724251902186,,,
65.75255169544086,-168.92724251902186,,,
65.75255169544086,-168.92724251902186,,,
65.75255169544086,-168.92724251902186,,,
65.76878657682798,-168.90053918402626,,,
65.76921954421321,-168.90280024509838,,,
65.76921954421321,-168.90280024509838,,,
65.76921954421321,-168.90280024509838,,,
65.76921954421321,-168.90280024509838,15,10,2001
65.76921954421321,-168.90280024509838,,,
65.76921954421321,-168.90280024509838,,,
65.76921954421321,-168.90280024509838,,,
65.76921954421321,-168.90280024509838,,,
65.76921954421321,-168.90280024509838,,,
65.76921954421321,-168.90280024509838,,,
65.76921954421321,-168.90280024509838,,,
65.76921954421321,-168.90280024509838,,,
65.76921954421321,-168.90280024509838,,,
65.76921954421321,-168.90280024509838,5,6,1969
65.76921954421321,-168.90280024509838,17,10,2008
65.76921954421321,-168.90280024509838,26,1,2008
65.76921954421321,-168.90280024509838,26,1,2008
65.76921954421321,-168.90280024509838,,,
65.76921954421321,-168.90280024509838,,,
65.76921954421321,-168.90280024509838,,,
65.76921954421321,-168.90280024509838,,,
65.76921954421321,-168.90280024509838,,,
65.76921954421321,-168.90280024509838,,,
65.76921954421321,-168.90280024509838,,,
65.76921954421321,-168.90280024509838,,,
65.77021956746918,-168.90280035693112,,,
65.77021956746918,-168.90280035693112,,,
65.77021956746918,-168.90280035693112,,,
65.77021956746918,-168.90280035693112,,,
65.77021956746918,-168.90280035693112,15,10,2001
65.77021956746918,-168.90280035693112,,,
65.77021956746918,-168.90280035693112,,,
65.77021956746918,-168.90280035693112,,,
65.77021956746918,-168.90280035693112,,,
65.77021956746918,-168.90280035693112,,,
65.77021956746918,-168.90280035693112,,,
65.77021956746918,-168.90280035693112,,,
65.77021956746918,-168.90280035693112,,,
65.77021956746918,-168.90280035693112,5,6,1969
65.77021956746918,-168.90280035693112,17,10,2008
65.77021956746918,-168.90280035693112,26,1,2008
65.77021956746918,-168.90280035693112,26,1,2008
65.77021956746918,-168.90280035693112,,,
65.77021956746918,-168.90280035693112,,,
65.77021956746918,-168.90280035693112,,,
65.77021956746918,-168.90280035693112,,,
65.77021956746918,-168.90280035693112,,,
65.77021956746918,-168.90280035693112,,,
65.77021956746918,-168.90280035693112,,,
65.77021956746918,-168.90280035693112,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
65.99927964929196,-166.00280609564587,,,
66.24928446736841,-166.06950231927001,28,9,2000
66.24928446736841,-166.06950231927001,28,9,2000
66.24928446736841,-166.06950231927001,1,10,2000
66.24928446736841,-166.06950231927001,1,10,2000
66.24928446736841,-166.06950231927001,1,10,2000
66.24928446736841,-166.06950231927001,30,9,2000
66.24928446736841,-166.06950231927001,1,10,2000
66.24928446736841,-166.06950231927001,2,10,2000
66.24928446736841,-166.06950231927001,8,10,2000
66.24928446736841,-166.06950231927001,10,10,1998
66.25595153119559,-166.07478013617455,,,
66.25595153119559,-166.07478013617455,,,
66.25595153119559,-166.07478013617455,,,
66.25595153119559,-166.07478013617455,,,
66.25595153119559,-166.07478013617455,,,
66.25595153119559,-166.07478013617455,,,
66.25595153119559,-166.07478013617455,,,
66.25595153119559,-166.07478013617455,,,
66.25595153119559,-166.07478013617455,,,
66.25595153119559,-166.07478013617455,,,
66.25595153119559,-166.07478013617455,,,
66.25595153119559,-166.07478013617455,,,
66.25595153119559,-166.07478013617455,1,7,1971
66.25595153119559,-166.07478013617455,8,7,1977
66.25595153119559,-166.07478013617455,20,6,1978
66.25595153119559,-166.07478013617455,18,6,1978
66.25595153119559,-166.07478013617455,20,6,1978
66.25595153119559,-166.07478013617455,15,6,1978
66.25595153119559,-166.07478013617455,19,6,1978
66.25595153119559,-166.07478013617455,20,6,1978
66.25595153119559,-166.07478013617455,20,6,1978
66.25595153119559,-166.07478013617455,10,6,1978
66.25595153119559,-166.07478013617455,19,6,1978
66.25595153119559,-166.07478013617455,20,6,1978
66.25595153119559,-166.07478013617455,21,6,1978
66.25595153119559,-166.07478013617455,11,6,1978
66.25595153119559,-166.07478013617455,19,6,1978
66.25595153119559,-166.07478013617455,19,6,1978
66.25595153119559,-166.07478013617455,21,6,1978
66.25595153119559,-166.07478013617455,11,6,1978
66.25595153119559,-166.07478013617455,17,6,1978
66.25595153119559,-166.07478013617455,21,6,1978
66.25595153119559,-166.07478013617455,10,6,1978
66.25595153119559,-166.07478013617455,8,7,1977
66.25595153119559,-166.07478013617455,19,6,1978
66.25595153119559,-166.07478013617455,10,7,1977
66.25595153119559,-166.07478013617455,10,6,1978
66.25595153119559,-166.07478013617455,21,6,1978
66.25595153119559,-166.07478013617455,9,7,1976
66.25595153119559,-166.07478013617455,10,7,1976
66.25595153119559,-166.07478013617455,21,7,1977
66.25595153119559,-166.07478013617455,10,7,1977
66.25595153119559,-166.07478013617455,4,7,1976
66.25595153119559,-166.07478013617455,9,7,1976
66.25595153119559,-166.07478013617455,1,7,1977
66.25595153119559,-166.07478013617455,6,7,1976
66.25595153119559,-166.07478013617455,15,7,1977
66.25595153119559,-166.07478013617455,17,7,1977
66.25595153119559,-166.07478013617455,10,7,1977
66.25595153119559,-166.07478013617455,19,7,1977
66.25595153119559,-166.07478013617455,11,7,1977
66.25595153119559,-166.07478013617455,5,7,1976
66.25595153119559,-166.07478013617455,17,7,1977
66.25595153119559,-166.07478013617455,19,7,1977
66.25595153119559,-166.07478013617455,17,7,1977
66.25595153119559,-166.07478013617455,4,7,1976
66.25595153119559,-166.07478013617455,8,7,1977
66.25595153119559,-166.07478013617455,19,7,1977
66.25595153119559,-166.07478013617455,6,7,1977
66.25595153119559,-166.07478013617455,6,7,1976
66.25595153119559,-166.07478013617455,21,7,1977
66.25595153119559,-166.07478013617455,8,7,1977
66.25595153119559,-166.07478013617455,5,7,1976
66.25595153119559,-166.07478013617455,,,
66.25595153119559,-166.07478013617455,30,9,2000
66.25595153119559,-166.07478013617455,22,10,2006
66.25595153119559,-166.07478013617455,3,9,2006
66.25595153119559,-166.07478013617455,3,9,2006
66.25595153119559,-166.07478013617455,17,10,2005
66.25595153119559,-166.07478013617455,17,6,2004
66.25595153119559,-166.07478013617455,25,9,2001
66.25595153119559,-166.07478013617455,16,10,2001
66.25595153119559,-166.07478013617455,14,10,2001
66.25595153119559,-166.07478013617455,14,10,2001
66.25595153119559,-166.07478013617455,14,10,2001
66.25595153119559,-166.07478013617455,14,10,2001
66.25595153119559,-166.07478013617455,14,10,2001
66.25595153119559,-166.07478013617455,13,10,2001
66.25595153119559,-166.07478013617455,8,10,2001
66.25595153119559,-166.07478013617455,2,10,2001
66.25595153119559,-166.07478013617455,30,9,2001
66.25595153119559,-166.07478013617455,22,9,2001
66.25595153119559,-166.07478013617455,29,10,2000
66.25595153119559,-166.07478013617455,2,10,2000
66.25595153119559,-166.07478013617455,22,10,2006
66.25595153119559,-166.07478013617455,10,11,2000
66.25595153119559,-166.07478013617455,21,10,2001
66.25595153119559,-166.07478013617455,20,10,2001
66.25595153119559,-166.07478013617455,16,10,2001
66.25595153119559,-166.07478013617455,16,10,2001
66.25595153119559,-166.07478013617455,2,10,2005
66.25595153119559,-166.07478013617455,1,10,2005
66.25595153119559,-166.07478013617455,18,9,2005
66.25595153119559,-166.07478013617455,11,9,2005
66.25595153119559,-166.07478013617455,10,9,2005
66.25595153119559,-166.07478013617455,30,9,2004
66.25595153119559,-166.07478013617455,29,9,2004
66.25595153119559,-166.07478013617455,17,6,2004
66.25595153119559,-166.07478013617455,16,11,2005
66.25595153119559,-166.07478013617455,16,11,2005
66.25595153119559,-166.07478013617455,9,11,2005
66.25595153119559,-166.07478013617455,14,10,2005
66.25595153119559,-166.07478013617455,14,10,2005
66.25595153119559,-166.07478013617455,13,10,2005
66.25595153119559,-166.07478013617455,12,10,2005
66.25595153119559,-166.07478013617455,12,10,2005
66.25595153119559,-166.07478013617455,12,10,2005
66.25595153119559,-166.07478013617455,12,10,2005
66.25595153119559,-166.07478013617455,12,10,2005
66.25595153119559,-166.07478013617455,12,10,2005
66.25595153119559,-166.07478013617455,5,10,2005
66.25595153119559,-166.07478013617455,12,10,2005
66.25595153119559,-166.07478013617455,,,
66.25595153119559,-166.07478013617455,,,
66.25595153119559,-166.07478013617455,,,
66.25595153119559,-166.07478013617455,,,
66.25595153119559,-166.07478013617455,30,9,2000
66.25595153119559,-166.07478013617455,30,9,2000
66.25595153119559,-166.07478013617455,,,
66.25595153119559,-166.07478013617455,,,
66.25595153119559,-166.07478013617455,,,
66.25595153119559,-166.07478013617455,,,
66.25595153119559,-166.07478013617455,,,
66.25595153119559,-166.07478013617455,,,
66.25595153119559,-166.07478013617455,,,
66.25595153119559,-166.07478013617455,12,10,2006
66.25595153119559,-166.07478013617455,22,10,2006
66.25595153119559,-166.07478013617455,22,10,2006
66.25595153119559,-166.07478013617455,22,10,2006
66.25595153119559,-166.07478013617455,14,9,2006
66.25595153119559,-166.07478013617455,10,10,2006
66.25595153119559,-166.07478013617455,21,10,2006
66.25595153119559,-166.07478013617455,18,10,2006
66.25595153119559,-166.07478013617455,14,10,2006
66.25595153119559,-166.07478013617455,10,10,2006
66.25595153119559,-166.07478013617455,10,10,2006
66.25595153119559,-166.07478013617455,28,9,2006
66.25595153119559,-166.07478013617455,28,9,2006
66.25595153119559,-166.07478013617455,28,9,2006
66.25595153119559,-166.07478013617455,28,9,2006
66.25595153119559,-166.07478013617455,25,9,2006
66.25595153119559,-166.07478013617455,25,9,2006
66.25595153119559,-166.07478013617455,24,9,2006
66.25595153119559,-166.07478013617455,24,9,2006
66.25595153119559,-166.07478013617455,3,9,2006
66.25595153119559,-166.07478013617455,3,9,2006
66.25595153119559,-166.07478013617455,3,10,2005
66.25595153119559,-166.07478013617455,23,5,2006
66.25595153119559,-166.07478013617455,3,10,2005
66.25595153119559,-166.07478013617455,3,10,2005
66.25595153119559,-166.07478013617455,2,10,2005
66.25595153119559,-166.07478013617455,2,10,2005
66.25595153119559,-166.07478013617455,2,10,2005
66.25595153119559,-166.07478013617455,20,10,2005
66.25595153119559,-166.07478013617455,19,10,2005
66.25595153119559,-166.07478013617455,10,10,2004
66.25595153119559,-166.07478013617455,30,10,2004
66.25595153119559,-166.07478013617455,30,9,2000
66.25595153119559,-166.07478013617455,22,10,2006
66.25595153119559,-166.07478013617455,20,10,2001
66.25595153119559,-166.07478013617455,16,10,2001
66.25595153119559,-166.07478013617455,14,10,2001
66.25595153119559,-166.07478013617455,14,10,2001
66.25595153119559,-166.07478013617455,10,11,2000
66.25595153119559,-166.07478013617455,26,10,2000
66.25595153119559,-166.07478013617455,7,10,2000
66.25595153119559,-166.07478013617455,30,9,2000
66.25595153119559,-166.07478013617455,10,10,2006
66.25595153119559,-166.07478013617455,19,10,2006
66.25595153119559,-166.07478013617455,20,10,2001
66.25595153119559,-166.07478013617455,7,10,2000
66.25597053805227,-166.07444113558233,1,10,2004
66.25597053805227,-166.07444113558233,1,10,2004
66.25597053805227,-166.07444113558233,1,10,2004
66.25597053805227,-166.07444113558233,1,6,2004
66.25597053805227,-166.07444113558233,1,6,2004
66.25597053805227,-166.07444113558233,1,6,2004
66.25598453283364,-166.0747361396406,6,10,1998
66.25598453283364,-166.0747361396406,6,10,1998
66.25598453283364,-166.0747361396406,6,10,1998
66.25598453283364,-166.0747361396406,5,10,1998
66.25598453283364,-166.0747361396406,5,10,1998
66.25598453283364,-166.0747361396406,1,10,1998
66.25598453283364,-166.0747361396406,10,10,1998
66.25598453283364,-166.0747361396406,10,10,1998
66.25598453283364,-166.0747361396406,10,10,1998
66.25598453283364,-166.0747361396406,1,10,1998
66.25598453283364,-166.0747361396406,1,10,1998
66.25598453283364,-166.0747361396406,9,10,1998
66.25598453283364,-166.0747361396406,8,10,1998
66.25598453283364,-166.0747361396406,1,10,1998
66.25598453283364,-166.0747361396406,1,10,1998
66.25598453283364,-166.0747361396406,6,10,1998
66.25598453283364,-166.0747361396406,30,10,1972
66.25598453283364,-166.0747361396406,30,10,1972
66.25598453283364,-166.0747361396406,30,10,1972
66.25598453283364,-166.0747361396406,30,4,1971
66.25598453283364,-166.0747361396406,26,4,1971
66.25598453283364,-166.0747361396406,30,6,1971
66.25598453283364,-166.0747361396406,1,7,1971
66.25598453283364,-166.0747361396406,2,7,1971
66.25598453283364,-166.0747361396406,3,7,1972
66.25598453283364,-166.0747361396406,3,7,1972
66.25598453283364,-166.0747361396406,8,7,1972
66.25598453283364,-166.0747361396406,2,7,1971
66.25598453283364,-166.0747361396406,4,10,2008
66.25598453283364,-166.0747361396406,15,10,2008
66.25598453283364,-166.0747361396406,15,10,2008
66.25598453283364,-166.0747361396406,14,10,2008
66.25598453283364,-166.0747361396406,13,10,2008
66.25598453283364,-166.0747361396406,17,10,2008
66.25598453283364,-166.0747361396406,14,10,2008
66.25598453283364,-166.0747361396406,4,10,2008
66.25598453283364,-166.0747361396406,9,10,2008
66.25598453283364,-166.0747361396406,15,10,2008
66.25598453283364,-166.0747361396406,14,10,2008
66.25598453283364,-166.0747361396406,14,10,2008
66.25598453283364,-166.0747361396406,14,10,2008
66.25598453283364,-166.0747361396406,17,10,2008
66.25598453283364,-166.0747361396406,17,10,2008
66.25598453283364,-166.0747361396406,17,10,2008
66.25598453283364,-166.0747361396406,17,10,2008
66.25598453283364,-166.0747361396406,17,10,2008
66.25598453283364,-166.0747361396406,30,10,2008
66.25598453283364,-166.0747361396406,17,10,2008
66.25598453283364,-166.0747361396406,17,10,2008
66.25598453283364,-166.0747361396406,15,10,2008
66.25598453283364,-166.0747361396406,15,10,2008
66.25598453283364,-166.0747361396406,2,10,2009
66.25598453283364,-166.0747361396406,30,9,2009
66.25598453283364,-166.0747361396406,27,9,2009
66.25598453283364,-166.0747361396406,30,9,2009
66.25598453283364,-166.0747361396406,25,9,2009
66.25598453283364,-166.0747361396406,30,9,2009
66.25598453283364,-166.0747361396406,30,9,2009
66.25598453283364,-166.0747361396406,27,9,2009
66.25598453283364,-166.0747361396406,30,9,2009
66.25598453283364,-166.0747361396406,1,10,2009
66.25598453283364,-166.0747361396406,2,10,2009
66.25598453283364,-166.0747361396406,5,10,2009
66.25598453283364,-166.0747361396406,26,9,2009
66.25598453283364,-166.0747361396406,6,10,2009
66.25598453283364,-166.0747361396406,6,10,2009
66.25598453283364,-166.0747361396406,6,10,2009
66.25598453283364,-166.0747361396406,6,10,2009
66.25598453283364,-166.0747361396406,2,10,2009
66.25598453283364,-166.0747361396406,2,10,2009
66.25598453283364,-166.0747361396406,6,10,2009
66.25598453283364,-166.0747361396406,4,10,2009
66.25598453283364,-166.0747361396406,2,10,2009
66.25598453283364,-166.0747361396406,4,10,2009
66.25598453283364,-166.0747361396406,5,10,2009
66.25598453283364,-166.0747361396406,5,10,2009
66.25598453283364,-166.0747361396406,6,10,2009
66.25598453283364,-166.0747361396406,30,9,2009
66.25598453283364,-166.0747361396406,6,10,2009
66.25598453283364,-166.0747361396406,5,10,2009
66.25598453283364,-166.0747361396406,5,10,2009
66.25598453283364,-166.0747361396406,30,9,2009
66.25598453283364,-166.0747361396406,30,9,2009
66.25598453283364,-166.0747361396406,30,9,2009
66.25598453283364,-166.0747361396406,6,10,2009
66.25598453283364,-166.0747361396406,5,10,2009
66.25598453283364,-166.0747361396406,10,10,2009
66.25598453283364,-166.0747361396406,4,10,2009
66.25598453283364,-166.0747361396406,2,10,2009
66.25598453283364,-166.0747361396406,4,10,2009
66.25598453283364,-166.0747361396406,4,10,2009
66.25598453283364,-166.0747361396406,2,10,2009
66.25598453283364,-166.0747361396406,4,10,2009
66.25598453283364,-166.0747361396406,1,10,2009
66.25598453283364,-166.0747361396406,2,10,2009
66.25598453283364,-166.0747361396406,4,10,2009
66.25598453283364,-166.0747361396406,4,10,2009
66.25598453283364,-166.0747361396406,30,9,2009
66.25598453283364,-166.0747361396406,5,10,2009
66.25598453283364,-166.0747361396406,4,10,2009
66.25598453283364,-166.0747361396406,30,9,2009
66.25598453283364,-166.0747361396406,4,10,2009
66.25598453283364,-166.0747361396406,4,10,2009
66.25598453283364,-166.0747361396406,6,10,2009
66.25598453283364,-166.0747361396406,6,10,2009
66.25598453283364,-166.0747361396406,5,10,2009
66.25598453283364,-166.0747361396406,30,9,2009
66.25598453283364,-166.0747361396406,2,10,2009
66.25598453283364,-166.0747361396406,5,10,2009
66.25598453283364,-166.0747361396406,1,10,2009
66.25598453283364,-166.0747361396406,5,10,2009
66.25598453283364,-166.0747361396406,15,10,2009
66.25598453283364,-166.0747361396406,4,10,2009
66.25598453283364,-166.0747361396406,4,10,2009
66.25598453283364,-166.0747361396406,4,10,2009
66.25598453283364,-166.0747361396406,4,10,2009
66.25598453283364,-166.0747361396406,,,
66.25598453283364,-166.0747361396406,,,
66.25598453283364,-166.0747361396406,6,10,2009
66.25598453283364,-166.0747361396406,1,10,2009
66.25598453283364,-166.0747361396406,2,10,2009
66.25598453283364,-166.0747361396406,1,10,2009
66.25598453283364,-166.0747361396406,29,9,2009
66.25598453283364,-166.0747361396406,29,9,2009
66.25598453283364,-166.0747361396406,30,9,2009
66.25598453283364,-166.0747361396406,4,10,2009
66.25598453283364,-166.0747361396406,4,10,2009
66.25598453283364,-166.0747361396406,4,10,2009
66.25598453283364,-166.0747361396406,2,10,2009
66.25598453283364,-166.0747361396406,2,10,2009
66.25598453283364,-166.0747361396406,1,10,2009
66.25598453283364,-166.0747361396406,,,
66.25598453283364,-166.0747361396406,1,10,2009
66.25598453283364,-166.0747361396406,15,9,2009
66.25598453283364,-166.0747361396406,1,10,2009
66.25598453283364,-166.0747361396406,25,9,2009
66.25598453283364,-166.0747361396406,2,10,2009
66.25598453283364,-166.0747361396406,2,10,2009
66.25598453283364,-166.0747361396406,30,9,2009
66.25598453283364,-166.0747361396406,27,9,2009
66.25598453283364,-166.0747361396406,27,9,2009
66.25598453283364,-166.0747361396406,27,9,2009
66.25598453283364,-166.0747361396406,2,10,2009
66.25598453283364,-166.0747361396406,2,10,2009
66.25598453283364,-166.0747361396406,27,9,2009
66.25598453283364,-166.0747361396406,18,9,2009
66.25598453283364,-166.0747361396406,1,10,2009
66.25598453283364,-166.0747361396406,27,9,2009
66.25598453283364,-166.0747361396406,4,10,2009
66.25598453283364,-166.0747361396406,27,9,2009
66.25598453283364,-166.0747361396406,27,9,2009
66.25598453283364,-166.0747361396406,23,9,2009
66.25598453283364,-166.0747361396406,24,9,2009
66.25598453283364,-166.0747361396406,23,9,2009
66.25598453283364,-166.0747361396406,14,9,2009
66.25598453283364,-166.0747361396406,27,9,2009
66.25598453283364,-166.0747361396406,14,9,2009
66.25598453283364,-166.0747361396406,24,9,2009
66.25598453283364,-166.0747361396406,25,9,2009
66.25598453283364,-166.0747361396406,14,9,2009
66.25598453283364,-166.0747361396406,,,
66.25598453283364,-166.0747361396406,24,9,2009
66.25598453283364,-166.0747361396406,25,9,2009
66.25598453283364,-166.0747361396406,27,9,2009
66.25598453283364,-166.0747361396406,27,9,2009
66.25598453283364,-166.0747361396406,27,9,2009
66.25598453283364,-166.0747361396406,27,9,2009
66.25598453283364,-166.0747361396406,24,9,2009
66.25598453283364,-166.0747361396406,4,9,2009
66.25598453283364,-166.0747361396406,29,9,2009
66.25598453283364,-166.0747361396406,27,9,2009
66.25598453283364,-166.0747361396406,25,9,2009
66.25598453283364,-166.0747361396406,27,9,2009
66.25598453283364,-166.0747361396406,10,9,2009
66.25598453283364,-166.0747361396406,27,9,2009
66.25598453283364,-166.0747361396406,,,
66.25598453283364,-166.0747361396406,15,9,2009
66.25598453283364,-166.0747361396406,4,10,2008
66.25598453283364,-166.0747361396406,4,9,2009
66.25598453283364,-166.0747361396406,10,9,2009
66.25598453283364,-166.0747361396406,27,9,2009
